App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres
Access Point Names,COMMUNICATION,4.0,138,2.4e+6,10000,Free,0.0,Everyone,Communication
"AP Biology Prep: Practice Tests, Flashcards",FAMILY,4.6,87,5.4e+6,10000,Free,0.0,Everyone,Education
AP Biology Study Guide + Quiz,FAMILY,4.4,105,9.0e+6,10000,Free,0.0,Everyone,Education
Reuters News,NEWS_AND_MAGAZINES,4.3,13166,25e+6,1000000,Free,0.0,Everyone 10+,News & Magazines
500 AP World History Questions,FAMILY,4.7,7,1.2e+6,100,Paid,9.99,Everyone,Education
AP Themes for Kustom/KLWP,PERSONALIZATION,3.6,5,45e+6,500,Paid,1.49,Everyone,Personalization
AP Physics 1 Prep: Practice Tests and Flashcards,FAMILY,4.4,29,5.3e+6,5000,Free,0.0,Everyone,Education
Fate GO Ap Counter,TOOLS,4.6,70,3.2e+6,1000,Free,0.0,Everyone,Tools
iScore5 AP Psych,FAMILY,2.9,10,73e+6,100,Paid,4.99,Everyone,Educational
Glanceable Ap Watch Face,PERSONALIZATION,4.4,0,11e+6,5,Paid,0.99,Everyone,Personalization
AP Psychology Prep: Practice Tests and Flashcards,FAMILY,4.5,242,5.4e+6,50000,Free,0.0,Everyone,Education
meStudying: AP English Lit,FAMILY,5.0,1,655e+3,10,Paid,4.99,Everyone,Education
APN Settings,TOOLS,3.7,3743,5.6e+6,1000000,Free,0.0,Everyone,Tools
AEE AP,PHOTOGRAPHY,4.4,4,17e+6,1000,Free,0.0,Everyone,Photography
AP Math & Computer Science,FAMILY,3.7,37,9.5e+6,5000,Free,0.0,Everyone,Education
AP Series Solution Pro,FAMILY,4.4,0,7.4e+6,0,Paid,1.99,Everyone,Education
AP Statistics Prep: Practice Tests and Flashcards,FAMILY,4.2,19,5.4e+6,5000,Free,0.0,Everyone,Education
eChallan Andhra Pradesh (AP),SOCIAL,3.0,5,2.6e+6,1000,Free,0.0,Teen,Social
AP Art History Flashcards,FAMILY,5.0,1,96e+6,10,Paid,29.99,Mature 17+,Education
True Skate,SPORTS,4.4,129409,73e+6,1000000,Paid,1.99,Everyone,Sports
AP European History: Practice Tests and Flashcards,FAMILY,4.7,7,5.4e+6,1000,Free,0.0,Everyone,Education
AdventureQuest 3D MMO,FAMILY,4.3,22667,35e+6,1000000,Free,0.0,Teen,Role Playing
AdventureQuest Dragons,FAMILY,3.9,10114,48e+6,100000,Free,0.0,Everyone,Casual
Undead Assault,GAME,4.3,4704,37e+6,100000,Free,0.0,Everyone 10+,Arcade
AQ Service,BUSINESS,4.4,4,17e+6,10,Free,0.0,Everyone,Business
AQ wisdom +,TOOLS,4.4,0,35e+6,100,Free,0.0,Everyone,Tools
AQ SMS Notify,TOOLS,4.4,0,2.3e+6,10,Free,0.0,Everyone,Tools
AQ Math Facts,FAMILY,4.4,1,16e+6,1,Paid,2.99,Everyone,Educational
Adventure Quest World Mobile Quiz,FAMILY,4.6,28,26e+6,500,Free,0.0,Everyone,Puzzle
Aqw&3d Design Notes Manager,FAMILY,4.5,11,2.9e+6,500,Free,0.0,Everyone,Entertainment
AQ Aspergers Test,MEDICAL,3.9,265,714e+3,10000,Free,0.0,Everyone,Medical
Guess the Class 🔥 AQW,GAME,4.7,57,12e+6,1000,Free,0.0,Everyone,Word
AQ Ria Retail,FAMILY,5.0,4,52e+6,50,Free,0.0,Everyone,Education
AQ Guards,PRODUCTIVITY,4.4,0,3.2e+6,10,Free,0.0,Everyone,Productivity
Wowkwis aq Ka'qaquj,FAMILY,5.0,1,49e+6,10,Free,0.0,Everyone,Education;Education
AQ Coach,SPORTS,4.4,0,28e+6,5,Free,0.0,Everyone,Sports
AQ Dentals,HEALTH_AND_FITNESS,4.4,0,12e+6,10,Free,0.0,Everyone,Health & Fitness
中国語 AQリスニング,FAMILY,4.4,21,17e+6,5000,Free,0.0,Everyone,Education
ClanHQ,COMMUNICATION,2.7,560,37e+6,10000,Free,0.0,Everyone,Communication
QuickShortcutMaker,PERSONALIZATION,4.6,41000,2.0e+6,1000000,Free,0.0,Everyone,Personalization
Iron Blade,GAME,4.4,161637,82e+6,10000000,Free,0.0,Mature 17+,Action
Dungeon Boss – Strategy RPG,FAMILY,4.4,218881,37e+6,5000000,Free,0.0,Everyone 10+,Role Playing
Questland: Turn Based RPG,FAMILY,4.6,31134,48e+6,1000000,Free,0.0,Everyone 10+,Role Playing
Order & Chaos 2: 3D MMO RPG,FAMILY,4.1,242722,54e+6,10000000,Free,0.0,Teen,Role Playing
Dungeon Quest,FAMILY,4.5,244039,46e+6,5000000,Free,0.0,Everyone 10+,Role Playing
Dungeon Hunter 5 – Action RPG,FAMILY,4.2,720685,51e+6,10000000,Free,0.0,Teen,Role Playing
"Grow Stone Online : 2d pixel RPG, MMORPG game",FAMILY,4.7,84389,48e+6,1000000,Free,0.0,Everyone,Role Playing
Evil Apples: A Dirty Card Game,GAME,4.3,137696,55e+6,5000000,Free,0.0,Mature 17+,Word
Knightfall™ AR,FAMILY,4.2,254,25e+6,10000,Free,0.0,Teen,Strategy
Ghost Snap AR Horror Survival,GAME,3.8,898,33e+6,100000,Free,0.0,Teen,Adventure
The Walking Dead: Our World,GAME,4.0,22435,100e+6,1000000,Free,0.0,Teen,Action
Jurassic World™ Alive,FAMILY,4.3,308944,70e+6,5000000,Free,0.0,Everyone 10+,Simulation
Sketchfab,FAMILY,4.3,906,9.2e+6,50000,Free,0.0,Mature 17+,Entertainment
Ingress,GAME,4.3,391325,43e+6,10000000,Free,0.0,Everyone,Adventure
My Tamagotchi Forever,FAMILY,4.3,28735,91e+6,1000000,Free,0.0,Everyone,Casual
"Egg, Inc.",FAMILY,4.7,580160,29e+6,5000000,Free,0.0,Everyone,Simulation
Flat Pack,GAME,4.4,862,44e+6,100000,Free,0.0,Everyone 10+,Action
Crayola Color Blaster,GAME,3.8,17,30e+6,1000,Free,0.0,Everyone,Arcade
Guns of Boom - Online Shooter,GAME,4.6,1226514,99e+6,10000000,Free,0.0,Teen,Action
Guns Royale - Multiplayer Blocky Battle Royale,GAME,4.6,19070,90e+6,100000,Free,0.0,Everyone 10+,Action
Build.com - Shop Home Improvement & Expert Advice,HOUSE_AND_HOME,4.5,118,72e+6,50000,Free,0.0,Everyone,House & Home
Wayfair - Shop All Things Home,SHOPPING,4.5,20247,47e+6,5000000,Free,0.0,Everyone,Shopping
NYTimes - Latest News,NEWS_AND_MAGAZINES,3.9,63640,23e+6,10000000,Free,0.0,Everyone 10+,News & Magazines
Stack It AR,GAME,3.8,1363,26e+6,100000,Free,0.0,Everyone,Arcade
"ARuler - AR Ruler app, Measure tools",TOOLS,4.3,1602,5.0e+6,100000,Free,0.0,Everyone,Tools
Monster Park AR - Jurassic Dinosaurs in Real World,FAMILY,3.7,128,20e+6,10000,Free,0.0,Everyone,Entertainment
AR Remote Car,FAMILY,3.2,1354,30e+6,100000,Free,0.0,Everyone,Simulation
Solar System AR ( ARCore ),FAMILY,4.0,211,37e+6,10000,Free,0.0,Everyone,Entertainment
Super AR,FAMILY,3.8,410,28e+6,10000,Free,0.0,Teen,Entertainment
Spacecraft AR,FAMILY,4.4,83,85e+6,10000,Free,0.0,Everyone,Education
MCRAFT AR - EDITOR,FAMILY,3.4,131,22e+6,5000,Free,0.0,Everyone,Simulation
Jenga® AR,FAMILY,2.9,53,82e+6,10000,Free,0.0,Everyone,Puzzle
Nightenfell: Shared AR,GAME,4.5,20,65e+6,1000,Paid,0.99,Everyone 10+,Action
Portal AR - Step Into Scotland,TRAVEL_AND_LOCAL,3.7,25,43e+6,5000,Free,0.0,Everyone,Travel & Local
Arcraft - AR Sandbox,GAME,3.8,469,80e+6,10000,Free,0.0,Everyone,Adventure
Augment - 3D Augmented Reality,BUSINESS,4.1,25195,21e+6,1000000,Free,0.0,Everyone,Business
Satellite AR,BOOKS_AND_REFERENCE,4.1,9636,93e+3,1000000,Free,0.0,Everyone,Books & Reference
Figment AR,FAMILY,3.7,22,90e+6,5000,Free,0.0,Everyone,Entertainment
AR Tank Battle,GAME,3.6,153,67e+6,10000,Free,0.0,Everyone,Action
Paint Space AR,FAMILY,3.0,17,32e+6,1000,Free,0.0,Everyone,Entertainment
"Just a Line - Draw Anywhere, with AR",FAMILY,4.1,1152,2.7e+6,100000,Free,0.0,Everyone,Entertainment
AR Toybox - Augmented Reality Demos,FAMILY,3.8,20,36e+6,1000,Free,0.0,Everyone,Simulation
"Mind Map AR, Augmented Reality ARCore Mind Mapping",PRODUCTIVITY,4.2,29,35e+6,5000,Free,0.0,Everyone,Productivity
【Miku AR Camera】Mikuture,FAMILY,4.4,36268,41e+6,1000000,Free,0.0,Teen,Entertainment
Summer Camp Island AR,FAMILY,3.6,740,71e+6,50000,Free,0.0,Everyone,Simulation
AR Sport Cars,FAMILY,3.6,284,70e+6,10000,Free,0.0,Everyone,Simulation
AS - News and sports results.,SPORTS,3.7,20879,22e+6,1000000,Free,0.0,Everyone,Sports
MARCA - Diario Líder Deportivo,SPORTS,3.9,76340,14e+6,5000000,Free,0.0,Everyone,Sports
"AS - Diario online deportivo. Fútbol, motor y más",NEWS_AND_MAGAZINES,4.4,0,6.0e+6,50,Free,0.0,Everyone,News & Magazines
AS Guía de las Ligas 2017-2018,SPORTS,4.1,4374,53e+6,100000,Free,0.0,Everyone,Sports
Sleep as Android Unlock,LIFESTYLE,4.5,23966,872e+3,1000000,Paid,5.99,Everyone,Lifestyle
Sleep as Android Gear Addon,HEALTH_AND_FITNESS,2.8,961,1.3e+6,100000,Free,0.0,Everyone,Health & Fitness
Sleep as Android Garmin Addon,HEALTH_AND_FITNESS,2.6,114,1.6e+6,10000,Free,0.0,Everyone,Health & Fitness
Sonic the Hedgehog™ Classic,GAME,4.4,125652,56e+6,10000000,Free,0.0,Everyone,Action
The Aether: Life as a God,FAMILY,4.1,1407,3.4e+6,100000,Free,0.0,Everyone 10+,Role Playing
CAPTCHA Pack for Sleep as Android,LIFESTYLE,4.0,448,3.1e+6,50000,Free,0.0,Everyone,Lifestyle
Pacific Navy Fighter C.E. (AS),GAME,4.3,11379,20e+6,500000,Free,0.0,Everyone 10+,Arcade
Lullaby Add-on for Sleep as Android,HEALTH_AND_FITNESS,3.9,2057,6.2e+6,50000,Paid,1.99,Everyone,Health & Fitness
Sleep as Microsoft Band Add-On,LIFESTYLE,3.5,28,121e+3,1000,Free,0.0,Everyone,Lifestyle
Ninja Turtles: Legends,FAMILY,4.3,344283,95e+6,10000000,Free,0.0,Teen,Role Playing
Timely Alarm Clock,LIFESTYLE,4.3,258717,9.4e+6,10000000,Free,0.0,Everyone,Lifestyle
My Boy! Free - GBA Emulator,GAME,4.3,531074,2.5e+6,10000000,Free,0.0,Everyone,Arcade
Choices: Stories You Play,FAMILY,4.6,807155,93e+6,10000000,Free,0.0,Teen,Simulation
Samsung Health,HEALTH_AND_FITNESS,4.3,480208,70e+6,500000000,Free,0.0,Everyone,Health & Fitness
WiFi Baby Monitor - NannyCam,VIDEO_PLAYERS,4.1,29867,1.7e+6,5000000,Free,0.0,Everyone,Video Players & Editors
Maleficent Free Fall,FAMILY,4.4,450013,37e+6,10000000,Free,0.0,Everyone,Puzzle
Star Wars™: Force Arena,FAMILY,4.4,228130,70e+6,5000000,Free,0.0,Everyone 10+,Strategy
PS4 Second Screen,FAMILY,2.4,11773,3.3e+6,1000000,Free,0.0,Everyone,Entertainment
Alarm Clock: Stopwatch & Timer,PRODUCTIVITY,4.5,870928,16e+6,50000000,Free,0.0,Everyone,Productivity
SAMURAI vs ZOMBIES DEFENSE,GAME,4.5,407788,19e+6,5000000,Free,0.0,Everyone,Action
Seen,FAMILY,4.5,118285,22e+6,1000000,Free,0.0,Teen,Simulation
Plants vs. Zombies™ Heroes,FAMILY,4.4,379245,68e+6,10000000,Free,0.0,Everyone,Casual;Action & Adventure
AT&T THANKS®,FAMILY,3.4,2445,34e+6,500000,Free,0.0,Everyone,Entertainment
Galaxy at War Online,FAMILY,3.9,65119,46e+6,1000000,Free,0.0,Everyone 10+,Strategy
Kingdoms at War: Hardcore PVP,FAMILY,4.3,34898,92e+6,1000000,Free,0.0,Teen,Strategy
Five Nights at Freddy's 4 Demo,GAME,4.4,889425,45e+6,10000000,Free,0.0,Teen,Action
Five Nights at Freddy's 3 Demo,GAME,4.5,1041836,50e+6,10000000,Free,0.0,Teen,Action
Fandom: Five Nights at Freddys,FAMILY,4.4,17945,9.5e+6,1000000,Free,0.0,Mature 17+,Entertainment
Nights at Cube Pizzeria 3D – 2,GAME,4.0,47151,36e+6,5000000,Free,0.0,Everyone 10+,Action
World at War: WW2 Strategy MMO,FAMILY,4.3,107765,78e+6,5000000,Free,0.0,Everyone 10+,Strategy
Five Tries At Love Dating Sim,FAMILY,4.2,37165,22e+6,1000000,Free,0.0,Teen,Simulation
Rivals at War: 2084,FAMILY,4.0,174127,48e+6,5000000,Free,0.0,Teen,Simulation
Multiple Videos at Same Time,VIDEO_PLAYERS,4.4,4706,1.5e+6,1000000,Free,0.0,Everyone,Video Players & Editors
Five Nights at Freddy's 2,FAMILY,4.6,73919,40e+6,500000,Paid,2.99,Teen,Strategy
Coloring Book at Five Nights,FAMILY,4.0,532,6.5e+6,100000,Free,0.0,Everyone,Educational
Rivals at War: Firefight,GAME,4.4,344819,51e+6,5000000,Free,0.0,Teen,Action
Five nights at Minecraft,FAMILY,3.5,9335,12e+6,1000000,Free,0.0,Everyone,Entertainment
Five Nights at Freddy's,GAME,4.6,100805,50e+6,1000000,Paid,2.99,Teen,Action
Nights at Cube Pizzeria 3D – 3,FAMILY,4.0,15875,40e+6,1000000,Free,0.0,Teen,Simulation
7 Nights at Pixel Pizzeria - 2,GAME,4.0,23168,54e+6,1000000,Free,0.0,Teen,Adventure
Nights at Slender Pizzeria 3D,GAME,4.1,2628,45e+6,100000,Free,0.0,Teen,Adventure
DIRECTV,FAMILY,4.1,235486,63e+6,10000000,Free,0.0,Teen,Entertainment
One Night at Golden Freddy's,GAME,3.3,2717,4.0e+6,100000,Free,0.0,Teen,Action
DIRECTV for Tablets,FAMILY,3.9,24123,69e+6,1000000,Free,0.0,Teen,Entertainment
Nights at Cube Pizzeria 3D – 4,GAME,4.1,7728,39e+6,500000,Free,0.0,Teen,Adventure
Five Nights at Neighbor House,GAME,4.2,2180,55e+6,100000,Free,0.0,Everyone 10+,Action
Asylum Night Shift - Five Nights Survival,GAME,4.0,59223,46e+6,5000000,Free,0.0,Teen,Action
Five Nights at Freddy's: SL,GAME,4.5,16162,99e+6,100000,Paid,2.99,Teen,Action
Two Nights at jumpscare,GAME,3.8,596,91e+6,100000,Free,0.0,Teen,Adventure
Five Nights at Pizzeria,GAME,3.5,1976,21e+6,100000,Free,0.0,Teen,Action
Block Battles: Heroes at War - Multiplayer PVP,GAME,4.3,6698,46e+6,500000,Free,0.0,Everyone 10+,Action
Five Nights at Freddy's 4,GAME,4.6,21266,45e+6,100000,Paid,2.99,Teen,Action
Five Nights at Flappy's,GAME,4.7,4041,24e+6,10000,Free,0.0,Everyone,Arcade
5 Nights at Cube Pizzeria City,GAME,3.8,2691,52e+6,100000,Free,0.0,Teen,Adventure
Five Nights at Freddy's 3,GAME,4.7,27856,50e+6,100000,Paid,2.99,Teen,Action
Undertale AU Amino,SOCIAL,4.8,5369,63e+6,50000,Free,0.0,Teen,Social
au,FAMILY,3.2,9126,5.8e+6,1000000,Free,0.0,Everyone,Strategy
Au Mobile: Audition Chính Hiệu,GAME,3.9,85278,23e+6,1000000,Free,0.0,Mature 17+,Music
AU Mobile Indonesia,GAME,3.6,16521,23e+6,1000000,Free,0.0,Everyone,Music
Au Bon Pain,FOOD_AND_DRINK,3.7,70,26e+6,10000,Free,0.0,Everyone,Food & Drink
Au Pair Legend,LIFESTYLE,4.4,28,8.8e+6,1000,Free,0.0,Everyone,Lifestyle
Super Dancer,GAME,4.1,91667,27e+6,1000000,Free,0.0,Everyone,Arcade
AU Results - AU COE Corner,FAMILY,4.0,664,2.1e+6,100000,Free,0.0,Everyone,Education
"view.com.au - Buy, Rent or Research Real Estate",LIFESTYLE,3.1,212,12e+6,50000,Free,0.0,Everyone,Lifestyle
Au Weather Free,WEATHER,4.0,1185,5.0e+6,100000,Free,0.0,Everyone,Weather
BringGo AU & NZ,MAPS_AND_NAVIGATION,2.8,440,23e+6,10000,Paid,0.99,Everyone,Maps & Navigation
AU Spark,FAMILY,3.7,681,8.2e+6,10000,Free,0.0,Everyone,Education
Rugby AU,SPORTS,2.7,17,14e+6,1000,Free,0.0,Everyone,Sports
Learners Test Free: AU Driver Knowledge Test (DKT),FAMILY,3.9,623,8.5e+6,100000,Free,0.0,Everyone,Education
Au-allstar for KR,GAME,3.6,2433,47e+6,100000,Free,0.0,Everyone,Music
STUCOR - AU,FAMILY,4.5,1827,12e+6,100000,Free,0.0,Everyone,Education
loans.com.au Smart Money,FINANCE,3.5,30,17e+6,1000,Free,0.0,Everyone,Finance
AU Students Zone (Result 2016),FAMILY,4.0,97,3.9e+6,10000,Free,0.0,Everyone,Education
Top #5 Bσσkie in AU,SPORTS,4.4,0,10.0e+6,100,Free,0.0,Everyone,Sports
AU Results 2017 Auzone,FAMILY,3.8,762,4.1e+6,100000,Free,0.0,Everyone,Education
Au Pair,SOCIAL,3.6,58,15e+6,10000,Free,0.0,Everyone,Social
AU Call Blocker - Block Unwanted Calls Texts 2018,COMMUNICATION,4.2,16,3.3e+6,1000,Free,0.0,Everyone,Communication
realcommercial.com.au,BUSINESS,4.4,128,6.7e+6,50000,Free,0.0,Everyone,Business
Powershop AU,TOOLS,4.0,498,11e+6,10000,Free,0.0,Everyone,Tools
Australia Newspapers - AU News Apps,NEWS_AND_MAGAZINES,4.7,48,4.1e+6,1000,Free,0.0,Everyone,News & Magazines
news.com.au,NEWS_AND_MAGAZINES,4.4,1,3.7e+6,100,Free,0.0,Everyone,News & Magazines
Media Sosial TNI AU,SOCIAL,4.4,88,4.3e+6,1000,Free,0.0,Everyone,Social
Dance On Mobile,FAMILY,4.1,23609,31e+6,1000000,Free,0.0,Teen,Casual
Super Dancer VN,GAME,4.0,24312,25e+6,500000,Free,0.0,Everyone,Music
Alerte au gogol,FAMILY,4.4,14,2.0e+6,1000,Free,0.0,Everyone,Entertainment
Neuvaine au Saint-Esprit,LIFESTYLE,4.7,57,5.8e+6,10000,Free,0.0,Everyone,Lifestyle
Neuvaines et prières au Coeur Sacré de Jésus,LIFESTYLE,4.4,17,3.7e+6,5000,Free,0.0,Everyone,Lifestyle
SMS Au revoir,FAMILY,4.4,17,1.7e+6,5000,Free,0.0,Everyone,Entertainment
allhomes.com.au,HOUSE_AND_HOME,3.8,874,12e+6,100000,Free,0.0,Everyone,House & Home
Jobs in Canada - Emplois au Canada,BUSINESS,5.0,2,14e+6,1000,Free,0.0,Teen,Business
Predator Calls for Hunting AU,SPORTS,4.4,27,78e+6,10000,Free,0.0,Everyone,Sports
Romance et Mystères au Lycée,FAMILY,4.4,350,6.4e+6,10000,Free,0.0,Teen,Entertainment
Au Rubis les bijoutiers,LIFESTYLE,4.4,0,10e+6,100,Free,0.0,Everyone,Lifestyle
Love Dance,GAME,4.0,29462,44e+6,1000000,Free,0.0,Teen,Music
mon guide au bank populaire -infos et instructions,FINANCE,4.4,4,1.5e+6,1000,Free,0.0,Teen,Finance
Avatar Musik,GAME,3.8,159063,85e+6,1000000,Free,0.0,Everyone,Music
Job'Of - Emploi au Cameroun,BUSINESS,4.1,294,9.8e+6,10000,Free,0.0,Everyone,Business
Mali 7 - Actualités au Mali,NEWS_AND_MAGAZINES,4.3,697,5.7e+6,50000,Free,0.0,Everyone,News & Magazines
Gâteau au yaourt,FOOD_AND_DRINK,4.4,38,3.7e+6,10000,Free,0.0,Everyone,Food & Drink
Total AV,PRODUCTIVITY,3.4,617,46e+6,100000,Free,0.0,Everyone,Productivity
日本AV历史,BOOKS_AND_REFERENCE,4.1,215,30e+6,10000,Free,0.0,Teen,Books & Reference
AV Buddy Free,FAMILY,4.1,25,47e+6,5000,Free,0.0,Everyone,Education
AV HD Video Player,FAMILY,3.8,6,23e+6,1000,Free,0.0,Everyone,Entertainment
Avakin Life - 3D virtual world,FAMILY,4.4,1275373,91e+6,10000000,Free,0.0,Teen,Role Playing
AV-IPTV,VIDEO_PLAYERS,4.4,43,44e+6,1000,Free,0.0,Everyone,Video Players & Editors
"HD Video Player (wmv,avi,mp4,flv,av,mpg,mkv)2017",VIDEO_PLAYERS,3.3,171,4.8e+6,10000,Free,0.0,Everyone,Video Players & Editors
Baby Monitor AV,COMMUNICATION,3.3,1434,9.5e+6,100000,Free,0.0,Everyone,Communication
HD Video Player - Video & MP3 Player | AV Player |,VIDEO_PLAYERS,4.4,22,19e+6,5000,Free,0.0,Everyone,Video Players & Editors
Remote for Onkyo AV Receivers & Smart TV/Blu-Ray,TOOLS,3.7,701,7.3e+6,100000,Free,0.0,Everyone,Tools
LG AV REMOTE,TOOLS,3.4,2420,1.8e+6,1000000,Free,0.0,Everyone,Tools
App Seguridad AV Villas,FINANCE,2.3,251,5.7e+6,50000,Free,0.0,Everyone,Finance
Gogo Vision (Biz Av),FAMILY,3.3,11,7.3e+6,1000,Free,0.0,Teen,Entertainment
Ai-Ball AV Recorder,PHOTOGRAPHY,2.7,90,4.0e+6,5000,Paid,2.99,Everyone,Photography
AV Phone,COMMUNICATION,4.4,4,3.7e+6,1000,Free,0.0,Everyone,Communication
Norton Security and Antivirus,TOOLS,4.6,1170641,26e+6,10000000,Free,0.0,Everyone,Tools
AV Pro Voice Changer,FAMILY,3.5,174,5.6e+6,50000,Free,0.0,Everyone,Entertainment
Remote For Pioneer AV Receivers and Blu-Ray,TOOLS,3.4,150,7.3e+6,50000,Free,0.0,Everyone,Tools
AV Phonetics,FAMILY,4.3,259,49e+6,10000,Free,0.0,Everyone,Education
AV MAX,LIFESTYLE,4.1,9,8.7e+6,1000,Free,0.0,Everyone,Lifestyle
Kaspersky Mobile Antivirus: AppLock & Web Security,TOOLS,4.7,2598579,49e+6,50000000,Free,0.0,Everyone,Tools
"Mobile Security: Antivirus, Web Scan & App Lock",PRODUCTIVITY,4.4,574719,20e+6,10000000,Free,0.0,Everyone,Productivity
MyAV Remote for Denon & Marantz AV Receivers,LIFESTYLE,3.8,250,7.3e+6,50000,Free,0.0,Everyone,Lifestyle
EML UPnP-AV Control Point,VIDEO_PLAYERS,3.0,78,322e+3,10000,Free,0.0,Everyone,Video Players & Editors
Kinot & Eichah for Tisha B'Av,BOOKS_AND_REFERENCE,4.4,98,6.3e+6,10000,Free,0.0,Everyone,Books & Reference
Samsung TV AV Guide 2016,TOOLS,4.2,27,3.4e+6,5000,Free,0.0,Everyone,Tools
Professional AV Solution & Products information,PRODUCTIVITY,4.5,24,22e+6,1000,Free,0.0,Everyone,Productivity
AV High School District,FAMILY,3.5,91,25e+6,10000,Free,0.0,Everyone,Education
Bitdefender Antivirus Free,TOOLS,4.5,78629,6.3e+6,1000000,Free,0.0,Everyone,Tools
DEER HUNTER 2018,GAME,4.3,955614,82e+6,10000000,Free,0.0,Teen,Action
Kinot Tisha'a Be'av - Ashkenaz,LIFESTYLE,4.5,82,8.7e+6,5000,Free,0.0,Everyone,Lifestyle
AV Anthony's,FOOD_AND_DRINK,4.4,0,10e+6,50,Free,0.0,Everyone,Food & Drink
"Avast Cleanup & Boost, Phone Cleaner, Optimizer",TOOLS,4.5,648380,24e+6,10000000,Free,0.0,Everyone,Tools
Aw Restaurant,FAMILY,4.8,4,43e+6,100,Free,0.0,Everyone,Casual
AW Screen Recorder No Root,VIDEO_PLAYERS,4.3,1659,3.7e+6,100000,Free,0.0,Everyone,Video Players & Editors
A&W Restaurants,FOOD_AND_DRINK,1.7,14,13e+6,1000,Free,0.0,Everyone,Food & Drink
AW Tozer Devotionals - Daily,BOOKS_AND_REFERENCE,4.2,8,3.9e+6,5000,Free,0.0,Everyone,Books & Reference
AW Toolbox,BUSINESS,4.4,3,13e+6,100,Paid,19.9,Everyone,Business
Analog Clock AW Plus-7,TOOLS,4.2,725,3.0e+6,100000,Free,0.0,Everyone,Tools
Analog Clock AW-7,TOOLS,4.3,2158,3.0e+6,100000,Free,0.0,Everyone,Tools
Armored Warfare: Assault,GAME,4.0,7718,46e+6,100000,Free,0.0,Everyone,Action
Watch AW-7,TOOLS,4.2,249,3.0e+6,50000,Free,0.0,Everyone,Tools
AW TeamUp,NEWS_AND_MAGAZINES,4.6,9,17e+6,500,Free,0.0,Everyone,News & Magazines
Auction Wars : Storage King,GAME,4.1,29062,63e+6,1000000,Free,0.0,Everyone,Casino
AW Training,FAMILY,4.6,11,17e+6,1000,Free,0.0,Everyone,Education
Digital Clock AW-7,TOOLS,4.1,484,2.9e+6,100000,Free,0.0,Everyone,Tools
Analog and Digital Clock AW-7,TOOLS,4.0,202,2.9e+6,50000,Free,0.0,Everyone,Tools
AW Connect,FAMILY,4.4,0,26e+6,10,Free,0.0,Everyone,Education
Analog Clock AW-7 PRO,TOOLS,3.3,40,2.7e+6,1000,Paid,1.99,Everyone,Tools
AW CAMERA,TOOLS,4.4,2,24e+6,100,Free,0.0,Everyone,Tools
AW Browser with Chrome Custom Tabs,TOOLS,4.0,9,4.7e+6,500,Free,0.0,Everyone,Tools
Analog and Digital Clock AW-7PRO,TOOLS,4.4,4,2.7e+6,100,Paid,1.99,Everyone,Tools
AW Radio,FAMILY,4.4,1,1.7e+6,100,Free,0.0,Teen,Entertainment
Roman Clock AW-7,TOOLS,4.4,52,3.0e+6,5000,Free,0.0,Everyone,Tools
Square Analog Clock AW-7,TOOLS,4.2,294,3.0e+6,50000,Free,0.0,Everyone,Tools
AirWatch Agent,BUSINESS,3.1,20973,31e+6,5000000,Free,0.0,Everyone,Business
Handbreit by a.w.niemeyer,NEWS_AND_MAGAZINES,4.4,21,36e+6,1000,Free,0.0,Everyone,News & Magazines
Tozer Devotional -Series 1,BOOKS_AND_REFERENCE,5.0,5,4.3e+6,1000,Free,0.0,Everyone,Books & Reference
Modern Action Commando 3D,GAME,4.2,492,63e+6,100000,Free,0.0,Teen,Action
HCP Anywhere,BUSINESS,4.7,114,8.6e+6,5000,Free,0.0,Everyone,Business
Call of Duty®: Heroes,GAME,4.4,1604146,57e+6,10000000,Free,0.0,Teen,Action
Amber Weather,WEATHER,4.4,260137,13e+6,10000000,Free,0.0,Everyone 10+,Weather
Advanced Warfare Guns,FAMILY,2.9,2079,5.6e+6,100000,Free,0.0,Everyone,Entertainment
News.aw,NEWS_AND_MAGAZINES,4.4,1,1.0e+6,10,Free,0.0,Everyone,News & Magazines
Video Editor,VIDEO_PLAYERS,3.8,1156,23e+6,100000,Free,0.0,Everyone,Video Players & Editors
The Pursuit of God,BOOKS_AND_REFERENCE,4.8,6,1.6e+6,1000,Free,0.0,Everyone,Books & Reference
Food-Aw - Order Food Online in Aruba,FOOD_AND_DRINK,5.0,1,24e+6,100,Free,0.0,Everyone,Food & Drink
F05WatchFace for Android Wear,PRODUCTIVITY,3.9,127,5.9e+6,1000,Paid,0.99,Everyone,Productivity
Anime Expo 2018,FAMILY,4.7,54,44e+6,10000,Free,0.0,Everyone,Entertainment
Adventure Xpress,FAMILY,4.2,24775,30e+6,100000,Free,0.0,Everyone 10+,Puzzle
AXE.IO - Brutal Survival Battleground,GAME,4.2,3845,76e+6,500000,Free,0.0,Everyone 10+,Arcade
Dynamics AX,BUSINESS,3.7,244,976e+3,10000,Free,0.0,Everyone,Business
AX Player -Nougat Video Player,VIDEO_PLAYERS,4.1,15765,10e+6,1000000,Free,0.0,Everyone,Video Players & Editors
Armani Exchange Connected,LIFESTYLE,4.1,305,44e+6,10000,Free,0.0,Everyone,Lifestyle
